Brand,price_per_km,availability_status,Range,efficiency,weight,speed,Fast_charge,distance,cargo_vol,Battery,german_price,netherland_price,uk_price,towing,driver_type,No.of_Seats,Heat_Pump,Towbar,Rating,Bidirectional,Load,Home,Grid
KGM,113,Available,370,195,1979,8.1,85,368,839,72.0,41990,41250,36995,1500,Front Wheel,5,1,1,5.0,1,1,1,1
Toyota,154,Discontinued,345,186,2070,6.9,100,377,452,64.0,50490,52995,48625,750,All Wheel,5,1,1,5.0,0,1,1,1
firefly,125,Available,240,172,1542,8.1,65,256,496,41.2,55400,29900,49825,0,Rear Wheel,5,0,0,5.0,1,1,1,1
Ford,103,Available,470,168,2098,6.4,135,526,572,79.0,51400,45750,49825,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Mini,117,Available,330,149,1680,6.7,75,356,200,49.2,36900,38990,34500,0,Front Wheel,4,1,0,5.0,0,1,1,1
Tesla,136,Discontinued,350,150,1825,5.6,95,412,649,52.5,45560,49990,40990,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Mercedes,126,Available,420,168,2050,8.6,90,414,340,70.5,52205,48936,49750,1500,Front Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,113,Discontinued,350,166,1794,7.3,82,375,385,58.0,38987,37990,35880,0,Rear Wheel,5,1,1,5.0,0,1,1,1
Peugeot,129,Discontinued,285,162,1530,9.0,78,311,265,46.3,39100,34920,31595,0,Front Wheel,5,1,0,4.0,0,1,1,1
Hyundai,132,Discontinued,390,190,2010,7.3,200,492,584,74.0,47900,52895,46945,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
MG,141,Discontinued,220,193,1566,8.2,53,222,448,42.5,31990,30985,26095,0,Front Wheel,5,0,0,5.0,0,1,1,1
Polestar,152,Available,485,194,2430,3.8,135,524,541,94.0,71200,72800,66990,2000,All Wheel,5,1,1,5.0,1,1,1,1
Hongqi,216,Available,370,243,2705,4.9,112,367,438,90.0,55400,79995,49825,1500,All Wheel,5,0,1,5.0,0,1,1,1
Polestar,197,Available,580,183,2462,3.9,210,698,427,106.0,118600,121900,89500,1800,All Wheel,4,1,1,5.0,0,1,1,1
Tesla,188,Available,590,161,2167,3.2,140,667,798,95.0,110970,110990,49825,1000,All Wheel,5,1,0,5.0,0,1,1,1
Smart,241,Discontinued,100,167,1095,11.6,0,71,260,16.7,21940,24885,22225,0,Rear Wheel,2,0,0,5.0,0,1,1,1
Opel,118,Available,240,183,1589,12.1,62,250,460,43.8,28990,29999,22495,350,Front Wheel,5,0,1,5.0,0,1,1,1
BYD,146,Discontinued,475,180,2325,3.9,85,473,410,85.4,69020,69990,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
MG,103,Available,425,175,1826,6.5,110,454,363,74.4,45990,42970,36745,500,Rear Wheel,5,1,1,5.0,1,1,1,1
Ford,120,Available,480,190,2161,5.9,115,489,619,91.0,58500,54400,52390,1500,Rear Wheel,5,0,1,5.0,0,1,1,1
Lucid,189,Available,625,197,2684,3.6,210,737,1663,123.0,116900,119900,49825,2500,All Wheel,7,1,1,5.0,1,1,1,1
Dacia,108,Available,165,145,1094,12.3,35,163,342,24.0,16900,18000,15990,0,Front Wheel,4,0,0,5.0,0,1,1,1
MG,125,Discontinued,365,192,1885,7.9,82,344,507,70.0,46990,44485,49825,750,Rear Wheel,5,1,1,4.0,1,1,1,1
Smart,118,Available,475,202,2335,6.5,230,587,702,96.0,55400,57940,47300,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
XPENG,160,Available,465,198,2470,4.2,330,600,731,92.2,72600,75990,49825,1500,All Wheel,5,1,1,5.0,1,1,1,1
KGM,103,Available,400,198,2000,8.2,95,403,839,79.0,55400,41250,49825,1500,Front Wheel,5,1,1,5.0,1,1,1,1
Kia,111,Available,455,176,2050,7.3,205,565,542,80.0,49990,49495,45585,1800,Rear Wheel,5,1,1,5.0,1,1,1,1
Tesla,83,Discontinued,580,136,1822,5.2,120,688,682,79.0,45970,45990,44990,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Toyota,142,Available,375,184,2120,5.1,110,413,452,69.0,50990,47995,52510,1500,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,113,Available,525,164,2226,6.6,145,600,532,86.0,59095,56990,54490,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Tesla,130,Discontinued,460,163,1919,3.6,124,543,649,75.0,57668,54993,57990,0,All Wheel,5,1,0,5.0,0,1,1,1
Audi,171,Discontinued,505,210,2585,5.6,144,515,631,106.0,87300,78990,80715,1800,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,137,Available,275,178,1840,5.7,80,306,325,49.0,39790,34995,33060,1000,Rear Wheel,5,0,1,5.0,1,1,1,1
Opel,154,Discontinued,260,178,1598,9.2,78,285,310,46.3,40650,36999,36610,0,Front Wheel,5,1,0,4.0,0,1,1,1
XPENG,117,Available,380,178,2140,6.9,240,488,571,67.8,43600,43990,39990,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Kia,198,Discontinued,360,206,2200,3.5,200,449,500,74.0,72990,69295,62645,1800,All Wheel,5,1,1,5.0,1,1,1,1
Peugeot,115,Available,485,200,2316,9.6,135,496,348,96.9,55350,52915,51360,1000,Front Wheel,7,1,1,4.0,1,1,1,1
Zeekr,134,Available,485,198,2535,3.8,260,625,581,96.0,65950,63990,49825,2000,All Wheel,5,1,1,5.0,1,1,1,1
MG,98,Available,530,182,2210,4.9,250,677,475,96.5,55400,54990,44995,1000,Rear Wheel,5,1,0,5.0,0,1,1,1
Zeekr,117,Available,410,176,2340,5.3,240,542,521,72.0,48950,46990,49825,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Hyundai,162,Discontinued,295,183,1905,8.5,140,367,588,54.0,43900,49295,43445,750,Rear Wheel,5,1,1,5.0,1,1,1,1
Hyundai,135,Available,440,168,2095,5.1,200,568,416,74.0,61100,59395,50550,1500,All Wheel,5,1,1,5.0,1,1,1,1
Skoda,111,Available,310,168,1946,9.0,90,351,470,52.0,33900,34990,30210,1000,Rear Wheel,5,0,1,5.0,0,1,1,1
Peugeot,119,Discontinued,270,171,1530,8.1,78,294,265,46.3,30450,34900,27225,0,Front Wheel,5,1,0,4.0,0,1,1,1
BYD,95,Available,270,160,1445,12.1,60,283,308,43.2,26990,24990,21950,0,Front Wheel,4,1,1,5.0,1,1,1,1
BMW,272,Available,510,199,2715,4.7,159,564,500,101.7,139900,145453,113970,2000,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,104,Discontinued,350,166,1812,9.6,82,378,385,58.0,35460,38390,30700,0,Rear Wheel,5,1,0,5.0,0,1,1,1
BMW,124,Discontinued,515,158,2125,5.6,130,587,470,81.3,60500,63358,59365,1600,Rear Wheel,5,1,1,5.0,0,1,1,1
Hyundai,118,Available,520,154,2105,5.1,205,669,416,80.0,61550,54990,49825,1500,All Wheel,5,1,1,5.0,1,1,1,1
Subaru,175,Available,320,200,2085,6.9,100,347,441,64.0,57490,52995,49995,750,All Wheel,5,1,1,5.0,0,1,1,1
Leapmotor,107,Available,355,197,2055,7.5,70,329,435,69.9,37600,39050,32750,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
BYD,138,Available,405,204,2415,4.5,115,431,578,82.5,53990,53690,51990,1500,All Wheel,5,1,1,5.0,1,1,1,1
Audi,256,Discontinued,415,202,2350,4.1,216,523,490,83.7,106050,111505,87800,0,All Wheel,4,1,0,5.0,0,1,1,1
Dacia,107,Discontinued,165,152,1009,19.1,29,151,343,25.0,16900,18950,14995,0,Front Wheel,4,0,0,5.0,0,1,1,1
Smart,133,Available,460,209,2453,3.8,230,570,677,96.0,60900,63440,51800,1600,All Wheel,5,1,1,5.0,1,1,1,1
Renault,117,Discontinued,310,168,1577,9.5,41,271,338,52.0,37840,36195,29995,0,Front Wheel,5,1,0,0.0,0,1,1,1
Volkswagen,165,Available,370,214,2492,7.6,135,405,1121,79.0,60892,53990,59035,1200,Rear Wheel,7,1,1,5.0,1,1,1,1
BMW,182,Available,470,202,2525,5.1,115,490,500,94.8,83500,86403,75305,2500,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,145,Available,340,191,1960,3.6,112,383,325,65.0,51690,47795,42360,1600,All Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,104,Available,365,162,1815,7.6,110,422,385,59.0,36425,37990,34240,0,Rear Wheel,5,1,1,5.0,0,1,1,1
Fiat,103,Available,310,164,1595,9.0,79,336,360,50.8,36490,28999,26750,0,Front Wheel,5,1,0,5.0,0,1,1,1
Hyundai,98,Available,255,153,1380,11.7,60,266,280,39.0,23900,24295,23495,1000,Front Wheel,4,1,0,4.0,1,1,1,1
Volvo,143,Available,490,186,2370,4.7,215,603,575,91.0,68990,69995,49825,2400,All Wheel,5,1,1,5.0,1,1,1,1
Voyah,112,Available,480,208,2415,4.4,80,433,622,100.0,55400,53990,49825,2000,All Wheel,5,0,1,5.0,0,1,1,1
Volvo,133,Available,400,198,2075,7.3,110,436,441,79.0,55490,48995,48010,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
MG,110,Available,500,193,2320,5.4,250,629,697,96.5,55400,54990,47995,1000,Rear Wheel,5,1,0,5.0,0,1,1,1
Zeekr,140,Available,480,196,2410,3.8,135,524,569,94.0,66950,66990,49825,2000,All Wheel,5,1,1,5.0,1,1,1,1
Tesla,139,Discontinued,345,165,1992,6.9,140,429,971,57.0,45970,45990,44990,1600,Rear Wheel,5,1,1,5.0,0,1,1,1
MG,110,Available,405,183,1983,7.3,90,419,798,74.3,55400,45750,37995,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Hyundai,172,Available,440,182,2166,3.2,205,549,371,80.0,55400,54990,65800,0,All Wheel,5,1,0,5.0,1,1,1,1
Polestar,113,Available,475,166,2084,6.2,110,527,448,79.0,52690,51200,49160,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
BYD,121,Available,365,168,2045,7.5,75,384,453,61.4,46990,41690,49825,750,Rear Wheel,5,1,1,5.0,1,1,1,1
Lucid,414,Available,610,193,2495,2.0,190,693,910,118.0,250000,255000,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
Kia,108,Discontinued,375,171,1812,7.8,64,349,451,64.0,38105,44995,33850,0,Front Wheel,5,1,0,4.0,0,1,1,1
Porsche,218,Discontinued,410,173,2125,5.4,183,517,491,71.0,88399,93500,75500,0,Rear Wheel,5,1,0,5.0,0,1,1,1
CUPRA,92,Available,470,168,1977,7.1,135,526,385,79.0,47350,41990,35495,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Hyundai,130,Discontinued,370,189,1985,7.4,185,459,588,70.0,45900,46500,45400,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,159,Available,390,221,2628,7.9,145,432,1340,86.0,62719,54990,59395,1000,Rear Wheel,7,1,1,5.0,1,1,1,1
Renault,193,Discontinued,135,158,1186,12.6,0,92,174,21.3,28000,24190,49825,0,Rear Wheel,4,0,0,5.0,0,1,1,1
Toyota,136,Available,310,193,1935,7.4,60,286,238,59.8,44280,39795,49825,750,All Wheel,5,1,1,4.0,0,1,1,1
Dacia,123,Available,160,150,1111,9.6,35,160,342,24.0,18700,20800,16990,0,Front Wheel,4,0,0,5.0,1,1,1,1
Audi,148,Available,325,182,2035,8.1,110,378,520,59.0,46150,44990,46610,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Tesla,155,Discontinued,530,179,2255,3.8,110,561,894,95.0,79990,81005,74980,0,All Wheel,5,0,0,5.0,0,1,1,1
CUPRA,144,Available,425,181,2273,5.5,120,446,540,77.0,60780,58990,55935,1200,All Wheel,5,1,1,5.0,0,1,1,1
Honda,130,Available,335,185,1730,7.6,60,318,361,61.9,38990,46149,39995,0,Front Wheel,5,0,0,5.0,0,1,1,1
Renault,159,Discontinued,225,200,1871,12.6,50,221,950,45.0,35850,54990,49825,1500,Front Wheel,5,1,1,5.0,0,1,1,1
Citroen,119,Available,175,170,1413,11.6,30,156,310,29.8,19990,20990,18495,0,Front Wheel,5,0,1,5.0,0,1,1,1
BMW,135,Discontinued,395,164,1960,8.6,93,427,525,64.7,49400,51454,51615,750,Front Wheel,5,1,1,5.0,0,1,1,1
Leapmotor,103,Available,410,200,2130,6.6,120,439,435,81.9,41900,42550,49825,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Kia,146,Discontinued,400,185,2090,5.2,200,505,500,74.0,55980,59995,51745,1600,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,141,Available,460,185,2280,5.5,235,584,667,85.0,62178,68800,55100,2000,All Wheel,7,1,1,5.0,1,1,1,1
Tesla,280,Discontinued,465,204,2539,2.9,140,516,608,95.0,125970,125990,49825,2250,All Wheel,7,1,1,5.0,0,1,1,1
Mini,110,Available,385,169,2075,5.6,93,410,460,65.2,43320,45490,32755,1200,All Wheel,5,1,1,5.0,0,1,1,1
Mini,138,Available,250,146,1615,7.3,60,267,200,36.6,32900,35990,30000,0,Front Wheel,4,1,0,5.0,0,1,1,1
Toyota,124,Available,395,180,2000,7.2,110,426,600,71.0,55400,48995,49825,750,Front Wheel,5,1,1,5.0,0,1,1,1
Ford,118,Available,430,179,2167,5.3,120,471,532,77.0,52900,48850,49825,1800,All Wheel,5,1,1,5.0,1,1,1,1
Tesla,220,Discontinued,405,199,2175,5.6,95,408,895,80.8,87400,90600,49825,1000,Rear Wheel,5,0,0,5.0,0,1,1,1
Polestar,150,Discontinued,390,192,2198,4.7,108,419,440,75.0,57900,59800,49900,1500,All Wheel,5,1,1,5.0,0,1,1,1
Tesla,102,Discontinued,495,152,1825,5.9,124,586,649,75.0,55400,46993,46990,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Peugeot,146,Discontinued,270,171,1623,8.5,78,294,434,46.3,37900,40070,35150,0,Front Wheel,5,1,0,5.0,0,1,1,1
BMW,134,Discontinued,430,156,2065,6.0,95,487,470,67.0,56500,59362,49995,1600,Rear Wheel,5,1,1,4.0,0,1,1,1
Mercedes,174,Discontinued,345,193,2165,8.0,100,357,495,66.5,55519,61379,55310,1700,All Wheel,7,1,1,5.0,0,1,1,1
Audi,160,Available,395,195,2235,5.4,120,437,520,77.0,59000,64625,57690,1200,All Wheel,5,1,1,5.0,1,1,1,1
Volvo,128,Discontinued,420,188,2095,7.3,110,454,450,79.0,54450,52995,49825,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Skoda,126,Discontinued,425,181,2193,6.9,115,467,585,77.0,49050,52690,50805,1200,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,136,Discontinued,555,173,2415,6.5,141,597,430,96.0,71412,75736,68360,750,Rear Wheel,5,1,1,5.0,0,1,1,1
BYD,118,Available,190,158,1369,11.1,45,199,308,30.0,22990,22990,18650,0,Front Wheel,4,1,1,5.0,1,1,1,1
Skoda,104,Available,445,173,2141,6.6,120,493,470,77.0,46450,54990,49825,1800,All Wheel,5,1,1,5.0,0,1,1,1
BMW,175,Discontinued,385,192,2260,6.8,104,411,510,74.0,67300,67500,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Lightyear,548,Discontinued,550,109,1575,10.0,60,535,640,60.0,297500,302500,265000,0,All Wheel,5,0,0,5.0,0,1,1,1
Lexus,183,Discontinued,350,183,2130,5.6,100,384,522,64.0,67890,59995,55595,750,All Wheel,5,1,1,5.0,0,1,1,1
Renault,94,Available,260,154,1428,12.0,0,188,326,40.0,24900,24990,49825,500,Front Wheel,5,1,1,4.0,0,1,1,1
Hyundai,191,Available,390,205,2225,3.4,205,482,480,80.0,74900,73995,65000,0,All Wheel,5,1,0,5.0,1,1,1,1
Volvo,152,Available,485,181,2410,6.6,170,584,468,88.0,71990,69995,69150,1600,Rear Wheel,5,1,1,5.0,0,1,1,1
Opel,93,Available,335,152,1544,8.1,79,359,267,50.8,31490,29999,27400,0,Front Wheel,5,1,0,5.0,1,1,1,1
Opel,124,Available,285,178,1615,9.0,79,306,310,50.8,36740,33999,31005,0,Front Wheel,5,1,0,4.0,0,1,1,1
Audi,168,Discontinued,385,199,2210,6.2,115,418,520,76.6,57900,71015,57010,1200,All Wheel,5,1,1,5.0,1,1,1,1
MG,177,Available,395,188,2060,3.2,85,409,249,74.4,69990,70860,60245,1000,All Wheel,2,0,0,5.0,1,1,1,1
Volkswagen,92,Discontinued,465,166,1957,7.1,120,511,385,77.0,47595,39990,35495,0,Rear Wheel,5,1,1,5.0,1,1,1,1
Nissan,248,Discontinued,170,218,1667,14.0,40,157,2000,37.0,43730,45173,32755,0,Front Wheel,7,1,0,5.0,1,1,1,1
Tesla,230,Discontinued,455,188,2223,4.4,90,449,895,85.5,103320,105735,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Opel,125,Discontinued,315,161,1736,9.2,79,343,352,50.8,41990,37999,33505,0,Front Wheel,5,1,1,5.0,0,1,1,1
Opel,120,Available,370,197,2207,9.0,90,388,550,73.0,46950,45999,35455,1200,Front Wheel,5,1,1,5.0,1,1,1,1
Mitsubishi,98,Available,480,181,1901,7.9,95,479,545,87.0,47990,45690,49825,1100,Front Wheel,5,1,1,5.0,1,1,1,1
Honda,215,Discontinued,170,168,1588,9.0,32,169,171,28.5,33850,36160,34365,0,Rear Wheel,4,0,0,4.0,0,1,1,1
Mercedes,116,Available,555,153,2155,5.0,235,720,556,85.0,61653,66602,56300,1800,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,144,Discontinued,360,185,2040,8.9,100,368,340,66.5,47541,52899,47510,750,Front Wheel,5,1,1,5.0,0,1,1,1
Renault,103,Available,260,154,1447,9.0,55,269,326,40.0,27900,27990,21495,500,Front Wheel,5,1,1,4.0,1,1,1,1
BMW,167,Available,465,175,2285,3.7,130,523,470,81.3,72900,78971,71000,1600,All Wheel,5,1,1,5.0,0,1,1,1
BMW,159,Discontinued,385,168,2095,5.6,93,414,525,64.7,56500,60989,57445,1200,All Wheel,5,1,1,5.0,0,1,1,1
Tesla,96,Discontinued,555,142,1899,4.4,120,654,682,79.0,50970,50990,49990,1000,All Wheel,5,1,1,5.0,0,1,1,1
Nissan,134,Discontinued,235,166,1580,7.9,40,218,435,39.0,35900,25700,28495,0,Front Wheel,5,1,0,5.0,1,1,1,1
XPENG,102,Available,495,167,2095,6.7,138,554,440,82.7,49600,51188,49825,0,Rear Wheel,5,1,0,5.0,1,1,1,1
Volkswagen,141,Discontinued,285,182,1978,9.0,87,318,543,52.0,40335,39990,49825,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Zeekr,116,Available,505,186,2275,7.2,135,547,599,94.0,60950,55990,49825,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Tesla,311,Discontinued,475,200,2316,2.7,100,477,895,95.0,145420,151020,127750,0,All Wheel,5,0,0,5.0,0,1,1,1
Tesla,156,Discontinued,555,177,2255,3.8,125,620,894,98.0,81990,86005,79980,0,All Wheel,5,0,0,5.0,0,1,1,1
Skoda,107,Available,470,164,2140,6.7,120,493,570,77.0,51150,47990,44710,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Volvo,168,Available,535,191,2610,5.5,200,642,468,102.0,88990,85995,82750,2000,All Wheel,5,1,1,5.0,0,1,1,1
Porsche,272,Discontinued,395,180,2215,4.0,183,507,491,71.0,108867,114200,86500,0,All Wheel,5,1,0,5.0,0,1,1,1
Polestar,112,Discontinued,470,168,2084,6.2,110,525,446,79.0,49975,51200,48950,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Dacia,119,Discontinued,160,156,1032,13.7,29,149,343,25.0,18900,19950,15995,0,Front Wheel,4,0,0,5.0,1,1,1,1
Suzuki,111,Available,330,181,1835,8.7,60,307,238,59.8,36490,35295,32999,750,Front Wheel,5,1,1,4.0,0,1,1,1
Citroen,104,Available,375,197,2184,8.9,90,389,565,73.7,42590,39490,30315,1250,Front Wheel,5,1,1,4.0,1,1,1,1
MG,139,Available,320,193,1878,3.8,115,361,363,61.7,46990,43970,36745,500,All Wheel,5,1,1,5.0,1,1,1,1
BMW,136,Available,435,154,2070,6.0,95,493,470,67.1,57600,60700,51730,1600,Rear Wheel,5,1,1,5.0,0,1,1,1
Opel,107,Discontinued,285,162,1530,8.1,78,311,267,46.3,29900,30599,27140,0,Front Wheel,5,1,0,4.0,0,1,1,1
Porsche,165,Discontinued,495,192,2295,5.7,186,578,624,94.9,80700,86000,68500,2000,Rear Wheel,5,1,1,5.0,0,1,1,1
Toyota,128,Available,385,179,2025,7.4,110,423,452,69.0,47990,45995,46760,750,Front Wheel,5,1,1,5.0,0,1,1,1
Volvo,187,Discontinued,505,212,2754,5.9,150,546,703,107.0,91700,88995,89560,2200,All Wheel,7,1,1,5.0,1,1,1,1
Volkswagen,132,Available,500,172,2336,5.5,145,566,605,86.0,64065,64990,59900,1800,All Wheel,5,1,1,5.0,1,1,1,1
Nissan,112,Available,320,163,1889,8.6,71,344,437,52.0,55400,38000,49825,975,Front Wheel,5,1,1,5.0,1,1,1,1
XPENG,132,Discontinued,480,194,2285,6.4,224,592,731,93.1,63600,63188,49825,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,129,Discontinued,350,166,1812,7.3,82,375,385,58.0,43995,45990,39425,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Smart,124,Available,335,185,1863,6.7,90,357,338,62.0,42490,39500,36960,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
BMW,183,Discontinued,230,165,1365,6.9,46,214,260,37.9,42600,43634,34805,0,Rear Wheel,4,1,0,5.0,0,1,1,1
Volkswagen,106,Available,470,168,1985,5.9,135,526,385,79.0,47225,51990,49825,0,Rear Wheel,5,1,0,5.0,1,1,1,1
Opel,104,Available,490,198,2255,8.8,135,498,550,96.9,51750,49999,49825,1150,Front Wheel,5,1,1,5.0,1,1,1,1
MG,133,Discontinued,265,185,1645,8.6,50,257,448,49.0,33990,36650,30495,500,Front Wheel,5,0,1,5.0,1,1,1,1
Kia,175,Available,395,203,2220,3.5,205,488,500,80.0,69990,68495,59985,1800,All Wheel,5,1,1,5.0,1,1,1,1
Leapmotor,95,Available,305,180,1855,8.0,100,350,430,55.0,29900,27995,49825,750,Rear Wheel,5,1,1,5.0,1,1,1,1
Dacia,134,Discontinued,165,152,1012,19.1,29,151,300,25.0,22550,21750,49825,0,Front Wheel,4,0,0,1.0,0,1,1,1
Porsche,207,Available,495,166,2165,4.8,195,622,491,82.3,101500,107000,86500,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Audi,192,Available,540,180,2355,4.0,267,700,482,97.0,108900,99990,88555,0,All Wheel,4,1,0,5.0,0,1,1,1
Opel,118,Discontinued,315,153,1544,8.1,76,338,267,48.1,38045,37999,30440,0,Front Wheel,5,1,0,5.0,0,1,1,1
Peugeot,124,Discontinued,315,153,1530,8.2,76,338,309,48.1,40875,39170,32400,0,Front Wheel,5,1,0,5.0,0,1,1,1
Mercedes,186,Discontinued,475,202,2490,6.9,141,503,520,96.0,86811,91950,75495,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,129,Available,435,182,2248,5.4,135,485,543,79.0,53255,54990,52245,1800,All Wheel,5,1,1,5.0,1,1,1,1
Audi,150,Available,560,169,2370,4.5,186,666,529,94.9,81450,81490,76840,2100,All Wheel,5,1,1,5.0,0,1,1,1
Ford,127,Discontinued,440,180,2167,5.3,135,493,536,79.0,52430,52850,53975,1200,All Wheel,5,1,1,5.0,0,1,1,1
Tesla,145,Discontinued,440,167,1931,3.7,163,543,542,73.5,61480,65595,56490,0,All Wheel,5,0,0,5.0,0,1,1,1
XPENG,127,Available,425,172,2275,4.3,260,563,573,73.0,53600,53990,49825,1500,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,256,Discontinued,150,187,1725,7.9,0,106,501,28.0,39151,42881,28875,1000,Front Wheel,5,0,0,5.0,0,1,1,1
Tesla,194,Discontinued,535,183,2307,2.8,125,595,894,98.0,98990,103005,94980,0,All Wheel,5,0,0,5.0,0,1,1,1
Lexus,198,Discontinued,235,191,1860,7.5,32,199,316,45.0,47550,51995,34770,0,Front Wheel,5,0,0,5.0,0,1,1,1
BMW,218,Discontinued,165,165,1320,7.3,46,170,260,27.2,36800,38227,28570,0,Rear Wheel,4,1,0,4.0,0,1,1,1
Tesla,242,Discontinued,485,196,2415,3.9,140,539,608,95.0,115970,115990,49825,2250,All Wheel,7,1,1,5.0,0,1,1,1
Alpine,132,Available,305,170,1554,6.4,75,320,326,52.0,41900,41800,32250,500,Front Wheel,5,1,1,4.0,1,1,1,1
Volvo,131,Discontinued,400,198,2075,7.3,110,436,441,79.0,53000,51495,49825,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Peugeot,105,Available,335,152,1530,8.2,79,362,309,50.8,37525,33700,29450,0,Front Wheel,5,1,0,5.0,1,1,1,1
Tesla,114,Discontinued,475,155,1801,5.3,163,583,542,73.5,55400,54018,49825,910,Rear Wheel,5,0,1,5.0,0,1,1,1
Alfa,122,Available,320,159,1620,9.0,79,343,400,50.8,39500,39000,33895,0,Front Wheel,5,1,0,5.0,0,1,1,1
Subaru,130,Available,375,184,2025,5.1,110,407,421,69.0,55400,48900,49825,1500,All Wheel,5,1,1,5.0,0,1,1,1
NIO,146,Available,485,186,2285,4.0,135,527,450,90.0,68500,72900,49825,1400,All Wheel,5,1,1,5.0,0,1,1,1
Volvo,135,Discontinued,400,198,2075,7.3,110,436,441,79.0,55490,51995,47705,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Opel,108,Available,345,161,1733,9.3,75,361,352,55.4,37990,36499,49825,0,Front Wheel,5,1,1,5.0,1,1,1,1
Kia,111,Available,340,162,1805,7.4,80,364,435,55.0,37590,37695,33195,500,Front Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,116,Discontinued,410,188,2124,8.5,125,436,543,77.0,48691,47355,40800,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,114,Discontinued,525,164,2226,6.6,145,600,532,86.0,58985,56990,55450,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
CUPRA,107,Available,360,164,1841,6.7,110,416,385,59.0,41450,34990,34190,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Ford,128,Discontinued,455,174,2175,5.3,135,517,572,79.0,54831,54750,56175,1200,All Wheel,5,1,1,5.0,0,1,1,1
Tesla,259,Discontinued,435,218,2533,4.9,100,434,510,95.0,115000,117820,91650,2250,All Wheel,7,0,1,5.0,0,1,1,1
Volkswagen,117,Discontinued,460,167,2130,6.7,120,508,549,77.0,48970,53990,50940,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Audi,146,Available,465,163,2185,6.0,150,560,529,75.8,64450,65490,64340,2100,Rear Wheel,5,1,1,5.0,0,1,1,1
Smart,152,Available,325,191,1975,3.9,90,350,328,62.0,48990,47500,44960,1600,All Wheel,5,1,1,5.0,1,1,1,1
Dongfeng,124,Available,190,153,1251,12.5,50,205,326,29.0,55400,23499,49825,1000,Front Wheel,5,0,0,3.0,1,1,1,1
Volvo,173,Discontinued,335,224,2188,4.9,108,348,450,75.0,60437,55495,49950,1500,All Wheel,5,1,1,5.0,0,1,1,1
Kia,155,Available,450,213,2501,9.4,194,502,423,96.0,64990,68795,65035,900,Rear Wheel,7,1,1,5.0,1,1,1,1
Toyota,219,Available,265,260,2240,13.3,79,252,989,69.0,58195,62070,46595,1000,Front Wheel,7,0,1,5.0,0,1,1,1
Porsche,186,Available,575,169,2245,4.8,267,750,491,97.0,107224,113044,88200,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Hyundai,139,Available,505,210,2549,9.4,195,575,426,106.0,68500,67995,64995,1600,Rear Wheel,7,1,1,5.0,1,1,1,1
